team,team_group,opponent,opponent_group,pairing_count,probability_unconditional,probability_given_qualification,qualification_count,number_of_simulations,generated_at_utc,model_version,bracket_mode
Scotland,C,France,I,115,0.00575,0.21455223880597016,536,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Senegal,I,Mexico,A,5341,0.26705,0.27744013298010495,19251,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Senegal,I,Switzerland,B,3123,0.15615,0.1622253389434315,19251,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Senegal,I,England,L,3036,0.1518,0.15770609318996415,19251,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Senegal,I,Egypt,G,2199,0.10995,0.11422783232039894,19251,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Senegal,I,United States,D,1790,0.0895,0.09298218274375357,19251,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Senegal,I,Iran,G,1304,0.0652,0.06773674094852215,19251,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Senegal,I,Croatia,L,966,0.0483,0.05017921146953405,19251,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Senegal,I,Belgium,G,745,0.03725,0.03869928834865721,19251,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Senegal,I,Ghana,L,347,0.01735,0.018025037660381278,19251,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Senegal,I,Colombia,K,275,0.01375,0.014284972209235884,19251,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Senegal,I,Portugal,K,125,0.00625,0.006493169186016311,19251,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
South Africa,A,Canada,B,20000,1.0,1.0,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
South Korea,A,Egypt,G,4473,0.22365,0.5322465492622561,8404,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
South Korea,A,Germany,E,1933,0.09665,0.23000951927653498,8404,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
South Korea,A,Iran,G,1286,0.0643,0.1530223702998572,8404,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
South Korea,A,Belgium,G,712,0.0356,0.08472156116135174,8404,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Spain,H,Austria,J,11636,0.5818,0.5818,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Spain,H,Algeria,J,5618,0.2809,0.2809,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Spain,H,Argentina,J,1920,0.096,0.096,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Spain,H,Mexico,A,266,0.0133,0.0133,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Spain,H,Egypt,G,144,0.0072,0.0072,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Spain,H,England,L,135,0.00675,0.00675,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Spain,H,France,I,112,0.0056,0.0056,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Spain,H,Iran,G,83,0.00415,0.00415,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Spain,H,Belgium,G,35,0.00175,0.00175,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Spain,H,Croatia,L,33,0.00165,0.00165,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Spain,H,Ghana,L,18,0.0009,0.0009,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Sweden,F,Mexico,A,6698,0.3349,0.3349,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Sweden,F,Switzerland,B,3921,0.19605,0.19605,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Sweden,F,United States,D,3199,0.15995,0.15995,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Sweden,F,France,I,3190,0.1595,0.1595,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Sweden,F,Germany,E,2992,0.1496,0.1496,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Switzerland,B,Sweden,F,3921,0.19605,0.19605,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Switzerland,B,Ecuador,E,3148,0.1574,0.1574,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Switzerland,B,Senegal,I,3123,0.15615,0.15615,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Switzerland,B,Egypt,G,2883,0.14415,0.14415,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Switzerland,B,Iran,G,2713,0.13565,0.13565,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Switzerland,B,Belgium,G,1393,0.06965,0.06965,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Switzerland,B,Algeria,J,1323,0.06615,0.06615,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Switzerland,B,New Zealand,G,913,0.04565,0.04565,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Switzerland,B,Austria,J,583,0.02915,0.02915,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
United States,D,Bosnia-Herzegovina,B,12152,0.6076,0.6076,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
United States,D,Sweden,F,3199,0.15995,0.15995,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
United States,D,Ecuador,E,1846,0.0923,0.0923,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
United States,D,Senegal,I,1790,0.0895,0.0895,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
United States,D,Algeria,J,691,0.03455,0.03455,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
United States,D,Austria,J,322,0.0161,0.0161,20000,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uruguay,H,Austria,J,1610,0.0805,0.2413793103448276,6670,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uruguay,H,Argentina,J,1489,0.07445,0.2232383808095952,6670,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uruguay,H,Algeria,J,839,0.04195,0.12578710644677663,6670,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uruguay,H,Mexico,A,812,0.0406,0.12173913043478261,6670,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uruguay,H,Egypt,G,536,0.0268,0.08035982008995503,6670,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uruguay,H,England,L,508,0.0254,0.07616191904047977,6670,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uruguay,H,France,I,347,0.01735,0.052023988005997,6670,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uruguay,H,Iran,G,205,0.01025,0.03073463268365817,6670,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uruguay,H,Croatia,L,149,0.00745,0.022338830584707647,6670,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uruguay,H,Belgium,G,124,0.0062,0.018590704647676162,6670,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uruguay,H,Ghana,L,51,0.00255,0.007646176911544228,6670,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uzbekistan,K,England,L,20,0.001,0.7692307692307693,26,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uzbekistan,K,Ghana,L,4,0.0002,0.15384615384615385,26,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
Uzbekistan,K,Croatia,L,2,0.0001,0.07692307692307693,26,20000,2026-06-26T21:43:05.313714+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment
